family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Riodinidae	Pirascca	sagaris satnius	Pirascca sagaris satnius	20	20	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Pirascca sagaris satnius	NA	NA
Riodinidae	Siseme	neurodes	Siseme neurodes	17	17	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Siseme neurodes	NA	NA
Riodinidae	Stalachtis	magdalena	Stalachtis magdalena	19	19	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Stalachtis magdalena	NA	NA
Riodinidae	Stalachtis	phlegia susanna	Stalachtis phlegia susanna	36	36	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Stalachtis phlegia susanna	NA	NA
Riodinidae	Symmachia	menetas	Symmachia menetas	27	27	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Symmachia menetas	NA	NA
Riodinidae	Synargis	brennus	Synargis brennus	20	20	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Synargis brennus	NA	NA
Riodinidae	Synargis	pittheus	Synargis pittheus	27	27	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Synargis pittheus	NA	NA
Riodinidae	Theope	acosma	Theope acosma	16	16	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Theope acosma	NA	NA
Saturniidae	Antheraea	compta	Antheraea compta	15	15	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Antheraea compta	NA	NA
Saturniidae	Antheraea	frithii	Antheraea frithii	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Antheraea frithii	NA	NA
Saturniidae	Antheraea	sivalica	Antheraea sivalica	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Antheraea sivalica	NA	NA
Saturniidae	Attacus	edwardsii	Attacus edwardsii	64	64	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Attacus edwardsii	NA	NA
Saturniidae	Dictyoploca	cachara	Dictyoploca cachara	30	30	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Dictyoploca cachara	NA	NA
Saturniidae	Dictyoploca	silma	Dictyoploca silma	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Dictyoploca silma	NA	NA
Saturniidae	Philosamia	cynthia pryeri	Philosamia cynthia pryeri	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Philosamia cynthia pryeri	NA	NA
Saturniidae	Philosamia	cynthia walkeri	Philosamia cynthia walkeri	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Philosamia cynthia walkeri	NA	NA
Saturniidae	Philosarnia	cynthia canningii	Philosarnia cynthia canningii	14	14	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Philosarnia cynthia canningii	NA	NA
Saturniidae	Philosarnia	cynthia pryeri	Philosarnia cynthia pryeri	14	14	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Philosarnia cynthia pryeri	NA	NA
Saturniidae	Philosarnia	cynthia walkeri	Philosarnia cynthia walkeri	13	13	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Philosarnia cynthia walkeri	NA	NA
Saturniidae	Platysamia	cecropia	Platysamia cecropia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Platysamia cecropia	NA	NA
Saturniidae	Platysamia	Columbia	Platysamia Columbia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Platysamia Columbia	NA	NA
Saturniidae	Platysamia	euryalis	Platysamia euryalis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Platysamia euryalis	NA	NA
Saturniidae	Platysamia	gloveri	Platysamia gloveri	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Platysamia gloveri	NA	NA
Saturniidae	Rhodinia	fugax diana	Rhodinia fugax diana	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Rhodinia fugax diana	NA	NA
Saturniidae	Sonthonnaxia	maenas	Sonthonnaxia maenas	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Sonthonnaxia maenas	NA	NA
Saturniidae	Telea	polyphemus	Telea polyphemus	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Telea polyphemus	NA	NA
Satyridae	Agapetes	galathea	Agapetes galathea	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Agapetes galathea	NA	NA
Satyridae	Agapetes	russiae	Agapetes russiae	24-26	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Agapetes russiae	NA	NA
Satyridae	Chazara	anthe	Chazara anthe	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chazara anthe	NA	NA
Satyridae	Coenonympha	iphis	Coenonympha iphis	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Coenonympha iphis	NA	NA
Satyridae	Coenonympha	tullia occupata	Coenonympha tullia occupata	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Coenonympha tullia occupata	NA	NA
Satyridae	Elymnias	hypermnestra hainana	Elymnias hypermnestra hainana	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Elymnias hypermnestra hainana	NA	NA
Satyridae	Erebia	cassioides aquitania	Erebia cassioides aquitania	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides aquitania	NA	NA
Satyridae	Erebia	cassioides arvernensis	Erebia cassioides arvernensis	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides arvernensis	NA	NA
Satyridae	Erebia	cassioides dolomitensis	Erebia cassioides dolomitensis	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides dolomitensis	NA	NA
Satyridae	Erebia	cassioides illyrica	Erebia cassioides illyrica	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides illyrica	NA	NA
Satyridae	Erebia	cassioides illyromacedonica	Erebia cassioides illyromacedonica	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides illyromacedonica	NA	NA
Satyridae	Erebia	cassioides majellana	Erebia cassioides majellana	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides majellana	NA	NA
Satyridae	Erebia	cassioides murina	Erebia cassioides murina	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides murina	NA	NA
Satyridae	Erebia	cassioides pseudomurina	Erebia cassioides pseudomurina	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia cassioides pseudomurina	NA	NA
Satyridae	Erebia	epiphron cassiope	Erebia epiphron cassiope	17	17	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia epiphron cassiope	NA	NA
Satyridae	Erebia	glacialis	Erebia glacialis	19	19	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia glacialis	NA	NA
Satyridae	Erebia	iranica transcaucasia	Erebia iranica transcaucasia	52	52	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia iranica transcaucasia	NA	NA
Satyridae	Erebia	tyndarus semimurina	Erebia tyndarus semimurina	10	10	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Erebia tyndarus semimurina	NA	NA
Satyridae	Hipparchia	aelia	Hipparchia aelia	29-30	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hipparchia aelia	NA	NA
Satyridae	Hipparchia	allionii	Hipparchia allionii	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hipparchia allionii	NA	NA
Satyridae	Lethe	confusa apara	Lethe confusa apara	29	29	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Lethe confusa apara	NA	NA
Satyridae	Lethe	europa beroe	Lethe europa beroe	29	29	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Lethe europa beroe	NA	NA
Satyridae	Lethe	mataja	Lethe mataja	29	29	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Lethe mataja	NA	NA
Satyridae	Lethe	rohria daemoniaca	Lethe rohria daemoniaca	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lethe rohria daemoniaca	NA	NA
Satyridae	Melanitis	leda bankia	Melanitis leda bankia	28	28	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Melanitis leda bankia	NA	NA
Satyridae	Mycalesis	horsfieldii panthaka	Mycalesis horsfieldii panthaka	16	16	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Mycalesis horsfieldii panthaka	NA	NA
Satyridae	Neope	muirheadi nagasawae	Neope muirheadi nagasawae	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Neope muirheadi nagasawae	NA	NA
Satyridae	Oeneis	asamana	Oeneis asamana	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oeneis asamana	NA	NA
Satyridae	Oeneis	lucilla	Oeneis lucilla	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oeneis lucilla	NA	NA
Satyridae	Pararge	aegeria aegerides	Pararge aegeria aegerides	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge aegeria aegerides	NA	NA
Satyridae	Pararge	hiera	Pararge hiera	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge hiera	NA	NA
Satyridae	Pararge	maera	Pararge maera	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge maera	NA	NA
Satyridae	Pararge	maera adrasta	Pararge maera adrasta	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge maera adrasta	NA	NA
Satyridae	Pararge	maera pannonica	Pararge maera pannonica	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge maera pannonica	NA	NA
Satyridae	Pararge	megera	Pararge megera	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge megera	NA	NA
Satyridae	Pararge	megera lyssia	Pararge megera lyssia	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pararge megera lyssia	NA	NA
Satyridae	Penthema	formosanum	Penthema formosanum	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Penthema formosanum	NA	NA
Satyridae	Pseudochazara	caucasia	Pseudochazara caucasia	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudochazara caucasia	NA	NA
Satyridae	Pseudochazara	telephassa	Pseudochazara telephassa	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudochazara telephassa	NA	NA
Satyridae	Pyronia	pasiphae	Pyronia pasiphae	33	33	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pyronia pasiphae	NA	NA
Satyridae	Satyrus	hermione	Satyrus hermione	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Satyrus hermione	NA	NA
Satyridae	Satyrus	semete	Satyrus semete	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Satyrus semete	NA	NA
Satyridae	Ypthima	perfecta	Ypthima perfecta	37	37	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Ypthima perfecta	NA	NA
Sphingidae	Celerio	euphorbiae	Celerio euphorbiae	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio euphorbiae	NA	NA
Sphingidae	Celerio	galii	Celerio galii	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio galii	NA	NA
Sphingidae	Celerio	hippophaes	Celerio hippophaes	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio hippophaes	NA	NA
Sphingidae	Celerio	lineata	Celerio lineata	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio lineata	NA	NA
Sphingidae	Celerio	livornica	Celerio livornica	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio livornica	NA	NA
Sphingidae	Celerio	vespertilio	Celerio vespertilio	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Celerio vespertilio	NA	NA
Sphingidae	Deilephila	elpenor lewisii	Deilephila elpenor lewisii	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Deilephila elpenor lewisii	NA	NA
Sphingidae	Deilephila	nerii	Deilephila nerii	29	29	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Deilephila nerii	NA	NA
Sphingidae	Macroglossum	bombylans	Macroglossum bombylans	29	29	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Macroglossum bombylans	NA	NA
Sphingidae	Marumba	gaschkewitschi echephron	Marumba gaschkewitschi echephron	28	28	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Marumba gaschkewitschi echephron	NA	NA
Sphingidae	Psilogramma	menephron increta	Psilogramma menephron increta	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Psilogramma menephron increta	NA	NA
Sphingidae	Rhyncholaba	acteus	Rhyncholaba acteus	28	28	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Rhyncholaba acteus	NA	NA
Sphingidae	Smerinthus	ocellata planus	Smerinthus ocellata planus	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Smerinthus ocellata planus	NA	NA
Thyrididae	Rhodoneura	myrtaea	Rhodoneura myrtaea	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Rhodoneura myrtaea	NA	NA
Tinaeidae	Nephantis	serinopa	Nephantis serinopa	30	30	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Nephantis serinopa	NA	NA
Tischeriidae	Tischeria	angusticolella	Tischeria angusticolella	21	21	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Tischeria angusticolella	NA	NA
Tortricidae	Blastesthia	tessulatana	Blastesthia tessulatana	28	28	Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520.	3	Blastesthia tessulatana	NA	NA
Tortricidae	Cenopis	penitana	Cenopis penitana	30	30	Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520.	3	Cenopis penitana	NA	NA
Tortricidae	Choristoneura	cerasiorana	Choristoneura cerasiorana	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Choristoneura cerasiorana	NA	NA
Tortricidae	Gypsonoma	haimbachiana	Gypsonoma haimbachiana	25	25	Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520.	3	Gypsonoma haimbachiana	NA	NA
Tortricidae	Gypsonoma	himbachiana	Gypsonoma himbachiana	25	25	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Gypsonoma himbachiana	NA	NA
Tortricidae	Homona	menciana	Homona menciana	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Homona menciana	NA	NA
Tortricidae	Petrova	albicapitana	Petrova albicapitana	27	27	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Petrova albicapitana	NA	NA
Tortricidae	Phiaris	mori	Phiaris mori	22	22	Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520.	3	Phiaris mori	NA	NA
Tortricidae	Sciaphila	duplex	Sciaphila duplex	28	28	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Sciaphila duplex	NA	NA
Yponomeutidae	Atteva	fabriciella	Atteva fabriciella	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Atteva fabriciella	NA	NA
Yponomeutidae	Yponomeuta	kitabatakei	Yponomeuta kitabatakei	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Yponomeuta kitabatakei	NA	NA
Yponomeutidae	Yponomeuta	vigintipunctatus	Yponomeuta vigintipunctatus	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Yponomeuta vigintipunctatus	NA	NA
Zygaenidae	Illiberis	nigra	Illiberis nigra	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Illiberis nigra	NA	NA
Zygaenidae	Illiberis	psy china	Illiberis psy china	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Illiberis psy china	NA	NA
Zygaenidae	Zygaena	achilleae	Zygaena achilleae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zygaena achilleae	NA	NA
Zygaenidae	Zygaena	ephialtes coronillae	Zygaena ephialtes coronillae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zygaena ephialtes coronillae	NA	NA
Zygaenidae	Zygaena	ephialtes peucedani	Zygaena ephialtes peucedani	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zygaena ephialtes peucedani	NA	NA
