Species_name_Stace4,#BSBI_name,Family_number,Family,Vernacular,Distribution_number_hectads,Distribution_UK,Ploidy_inferred,"Chromosome_numbers","Chromosome_numbers (Stace index, counts made on non-BI material) [other sources]",Frieda cytology notes,Annual_perennial,GS_1C_pg_min,GS_1C_pg_max,GS_counts,GB status,UoE_prioritisation,Earlham_prioritisation,RBGE_prioritization,York_prioritisation,UoCam comments,Kew priorities,RBGE,Kew living collection,Kew living collection status,MSB,Wytham,Other collection,Easy_availability_living_cols_or_ubiquitous,Species_name_Stace4,Family_number,Family,YEAR 1,YEAR 2,Notes,Buxton PRIORITY
Carex montana,Carex montana,176,Cyperaceae,Soft-leaved Sedge,51,Rare,,38,,,P,0.335287844,0.335287844,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Carex montana,176,Cyperaceae,,,,
Carex muricata,Carex muricata,176,Cyperaceae,Prickly sedge,,,,,"56, 58",,,,,,,,,,,,,,,,,,,,Carex muricata,176,Cyperaceae,,,,
Carex nigra,Carex nigra,176,Cyperaceae,Common Sedge,3478,Ubiquitous,,"83,84,85",,,P,0.402191962,1.27,2,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain;Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,Y,,Y,Carex nigra,176,Cyperaceae,,,,
Carex norvegica,Carex norvegica,176,Cyperaceae,Close-headed Alpine-sedge,7,Very rare,,,"54,56,66",,P,0.38,0.38,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Carex norvegica,176,Cyperaceae,,,,
Carex ornithopoda,Carex ornithopoda,176,Cyperaceae,Bird's-foot Sedge,15,Very rare,,,"46,54",,P,0.363540158,0.363540158,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Carex ornithopoda,176,Cyperaceae,,,,
Carex otrubae,Carex otrubae,176,Cyperaceae,False Fox-sedge,#N/A,,,58,,,P,0.392864452,0.392864452,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Carex otrubae,176,Cyperaceae,,,,
Carex pallescens,Carex pallescens,176,Cyperaceae,Pale Sedge,1791,Ubiquitous,,64,,,P,0.385837399,0.385837399,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Carex pallescens,176,Cyperaceae,,,,
Carex panicea,Carex panicea,176,Cyperaceae,Carnation Sedge,3441,Ubiquitous,,32,,,P,0.687906838,0.687906838,1,native,,,,,,,Y,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-NV,Y,,Y,Carex panicea,176,Cyperaceae,1,,,Y
Carex paniculata,Carex paniculata,176,Cyperaceae,Greater Tussock-sedge,2029,Ubiquitous,,,"60,62,64",,P,0.373811413,0.373811413,1,native,,,,,,,Y,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Carex paniculata,176,Cyperaceae,,,,
Carex pauciflora,Carex pauciflora,176,Cyperaceae,Few-flowered Sedge,393,Common,,,"38,39,44,76",,P,0.37405221,0.37405221,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,Y,Carex pauciflora,176,Cyperaceae,,,,
Carex pendula,Carex pendula,176,Cyperaceae,Pendulous Sedge,1756,Ubiquitous,,,"58,60",,P,0.370994015,0.370994015,1,native,,,,,,,,Y,Unrestricted--;Restricted by Agreement--,FOR DISTRIBUTION-NV,Y,,Y,Carex pendula,176,Cyperaceae,,,,
Carex pilulifera,Carex pilulifera,176,Cyperaceae,Pill Sedge,2683,Ubiquitous,,18,,,P,0.496056052,0.496056052,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Carex pilulifera,176,Cyperaceae,,,,
Carex pseudocyperus,Carex pseudocyperus,176,Cyperaceae,Cyperus Sedge,762,Abundant,2,66,66,,P,0.360548362,0.360548362,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Carex pseudocyperus,176,Cyperaceae,,,,
Carex pulicaris,Carex pulicaris,176,Cyperaceae,Flea Sedge,2550,Ubiquitous,,,"58,60",,P,0.314610024,0.314610024,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,Y,,Y,Carex pulicaris,176,Cyperaceae,1,,,Y
Carex punctata,Carex punctata,176,Cyperaceae,Dotted Sedge,108,Infrequent,2,68,,,P,0.34,0.34,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Carex punctata,176,Cyperaceae,,,,
Carex rariflora,Carex rariflora,176,Cyperaceae,Mountain Bog-sedge,20,Very rare,,,"50,52,54",,P,0.47,0.47,1,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Carex rariflora,176,Cyperaceae,,,,
Carex recta,Carex recta,176,Cyperaceae,Estuarine Sedge,5,Very rare,,c.74,"c.70, 84",,P,,,,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Carex recta,176,Cyperaceae,,,,
Carex remota,Carex remota,176,Cyperaceae,Remote Sedge,2566,Ubiquitous,,"60,62",,,P,0.399652487,0.399652487,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Carex remota,176,Cyperaceae,,,,
Carex riparia,Carex riparia,176,Cyperaceae,Greater Pond-sedge,1369,Abundant,,,72,,P,0.407927936,0.407927936,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Carex riparia,176,Cyperaceae,,,,
Carex rostrata,Carex rostrata,176,Cyperaceae,Bottle Sedge,2663,Ubiquitous,,,"72-74, 76, 80, 82",,P,0.368189235,0.368189235,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,,,Y,Carex rostrata,176,Cyperaceae,,,,
Carex rupestris,Carex rupestris,176,Cyperaceae,Rock Sedge,31,Very rare,,,"50,52",,P,0.341014765,0.341014765,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Carex rupestris,176,Cyperaceae,,,,
Carex salina,Carex salina,176,Cyperaceae,Saltmarsh Sedge,1,Very rare,,,"77,78,79",,P,,,,native,,,,,,,,,,,,,,Carex salina,176,Cyperaceae,,,,
Carex saxatilis,Carex saxatilis,176,Cyperaceae,Russet Sedge,71,Rare,,,80,,P,0.42,0.42,1,native,,,,,,,Y,Y,Unrestricted-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Carex saxatilis,176,Cyperaceae,,,,
Carex simpliciusulca,Kobresia simpliciuscula,176,Cyperaceae,False Sedge,21,Very rare,,,"72,76",,,,,,native,,,,,,,Y,,,,,,Y,Carex simpliciusulca,176,Cyperaceae,,,,
Carex spicata,Carex spicata,176,Cyperaceae,Spiked Sedge,1115,Abundant,,,58,,P,0.387998268,0.387998268,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Carex spicata,176,Cyperaceae,,,,
Carex strigosa,Carex strigosa,176,Cyperaceae,Thin-spiked Wood-sedge,523,Common,2,66,,,P,0.335374072,0.335374072,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,Y,Carex strigosa,176,Cyperaceae,,,,
Carex sylvatica,Carex sylvatica,176,Cyperaceae,Wood-sedge,2539,Ubiquitous,,58,,,P,0.383093462,0.383093462,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Carex sylvatica,176,Cyperaceae,,,,
Carex trinervis,Carex trinervis,176,Cyperaceae,Three-nerved Sedge,1,Very rare,,,"84,85",,P,0.655,0.655,1,native,,,,,,,,,,,,,,Carex trinervis,176,Cyperaceae,,,,
Carex vaginata,Carex vaginata,176,Cyperaceae,Sheathed Sedge,87,Infrequent,,,32,,P,0.729893737,0.729893737,1,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Carex vaginata,176,Cyperaceae,,,,
Carex vesicaria,Carex vesicaria,176,Cyperaceae,Bladder-sedge,1145,Abundant,,,"74,82",,P,0.394866778,0.394866778,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,Y,,Y,Carex vesicaria,176,Cyperaceae,,,,
Carex viridula,Carex oederi,176,Cyperaceae,Small-fruited Yellow-sedge,3173,Ubiquitous,2,70,,,,,,,native,,,,,,,,,,,,,,Carex viridula,176,Cyperaceae,,,,
Carex vulpina,Carex vulpina,176,Cyperaceae,True Fox-sedge,25,Very rare,,,"65, 68",,P,0.360056005,0.360056005,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Carex vulpina,176,Cyperaceae,,,,
Cladium mariscus,Cladium mariscus,176,Cyperaceae,Great Fen-sedge,497,Common,,,"36, c.60",,P,0.260878528,0.260878528,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Cladium mariscus,176,Cyperaceae,,,,
Cyperus fuscus,Cyperus fuscus,176,Cyperaceae,Brown Galingale,13,Very rare,3,36,,,A,0.27,0.27,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Cyperus fuscus,176,Cyperaceae,,,,
Cyperus longus,Cyperus longus,176,Cyperaceae,Galingale,384,Common,,,c.120,,P,0.35,0.35,1,native,,,,,,,,Y,Unrestricted--,,,,Y,Cyperus longus,176,Cyperaceae,,,,
Eleocharis acicularis,Eleocharis acicularis,176,Cyperaceae,Needle Spike-rush,456,Common,2,20,,,P,1.101897699,1.101897699,1,native,,,,,,,,Y,Unrestricted--Southern America,FOR DISTRIBUTION-NV,,,Y,Eleocharis acicularis,176,Cyperaceae,,,,
Eleocharis mamillata,Eleocharis austriaca,176,Cyperaceae,,14,Very rare,,,16,,,2.097410883,2.097410883,1,native (inferred),,,,,,,,,,MANAGEMENT DECISION-NV,,,,Eleocharis mamillata,176,Cyperaceae,,,,
Eleocharis multicaulis,Eleocharis multicaulis,176,Cyperaceae,Many-stalked Spike-rush,1293,Abundant,2,20,,,P,1.8,1.8,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Eleocharis multicaulis,176,Cyperaceae,,,,
Eleocharis palustris,Eleocharis palustris,176,Cyperaceae,Common Spike-rush,3358,Ubiquitous,"4, 2, 5, 3 (+3)","40, 16, 40, 27, 37, 38",,,P,1.875763767,5.4,2,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Eleocharis palustris,176,Cyperaceae,,,,
Eleocharis parvula,Eleocharis parvula,176,Cyperaceae,Dwarf Spike-rush,20,Very rare,,,"8,10",,P,,,,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Eleocharis parvula,176,Cyperaceae,,,,
Eleocharis quinqueflora,Eleocharis quinqueflora,176,Cyperaceae,Few-flowered Spike-rush,1515,Abundant,2,20,,,P,0.497296304,0.497296304,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Eleocharis quinqueflora,176,Cyperaceae,,1,,
Eleocharis uniglumis,Eleocharis uniglumis,176,Cyperaceae,Slender Spike-rush,684,Common,"5 (-4), 4 (+3), 4, 5, 5 (-3)","46, 43, 40, 50, 47",,,P,4.354907466,4.354907466,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,Y,Eleocharis uniglumis,176,Cyperaceae,,,,
Eleogiton fluitans,Eleogiton fluitans,176,Cyperaceae,Floating Club-rush,1181,Abundant,,60,,,P,0.285,0.285,1,native,,,,,,,,,,,,,,Eleogiton fluitans,176,Cyperaceae,,,,
Eriophorum angustifolium,Eriophorum angustifolium,176,Cyperaceae,Common Cottongrass,2967,Ubiquitous,2,58,,,P,0.447464446,0.447464446,1,native,,,,,,,Y,Y,Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Eriophorum angustifolium,176,Cyperaceae,,,,
Eriophorum gracile,Eriophorum gracile,176,Cyperaceae,Slender Cottongrass,30,Very rare,,,60,,P,0.409497281,0.409497281,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Eriophorum gracile,176,Cyperaceae,,,,
Eriophorum latifolium,Eriophorum latifolium,176,Cyperaceae,Broad-leaved Cottongrass,676,Common,,,"54,58,72",,P,0.476584528,0.476584528,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-NV,,,Y,Eriophorum latifolium,176,Cyperaceae,,,,
Eriophorum vaginatum,Eriophorum vaginatum,176,Cyperaceae,Hare's-tail Cottongrass,2077,Ubiquitous,2,58,,,P,0.389426818,0.389426818,1,native,,,,,,,Y,Y,Unrestricted-Natural Source-Poland;Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Eriophorum vaginatum,176,Cyperaceae,,,,
Isolepis cernua,Isolepis cernua,176,Cyperaceae,Slender Club-rush,485,Common,,,"48,60",,A,,,,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Isolepis cernua,176,Cyperaceae,,,,
Isolepis setacea,Isolepis setacea,176,Cyperaceae,Bristle Club-rush,2701,Ubiquitous,,26,,,A,0.403852316,0.403852316,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,Y,,,Isolepis setacea,176,Cyperaceae,,,,
Rhynchospora alba,Rhynchospora alba,176,Cyperaceae,White Beak-sedge,1028,Abundant,,,"26,42",,P,0.244694832,0.244694832,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,,,Y,Rhynchospora alba,176,Cyperaceae,,,,
Rhynchospora fusca,Rhynchospora fusca,176,Cyperaceae,Brown Beak-sedge,131,Infrequent,,,"26,32",,P,0.245131979,0.245131979,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Rhynchospora fusca,176,Cyperaceae,,,,
Schoenoplectus lacustris,Schoenoplectus lacustris,176,Cyperaceae,Common Club-rush,1765,Ubiquitous,,,42,,P,0.573962907,0.573962907,1,native,,,,,,,,Y,Unrestricted--;Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,Y,,Y,Schoenoplectus lacustris,176,Cyperaceae,,,,
Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,176,Cyperaceae,Grey Club-rush,931,Abundant,,42,,,P,0.551856592,0.551856592,1,native,,,,,,,,Y,Unrestricted--;Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Schoenoplectus tabernaemontani,176,Cyperaceae,,,,
Schoenoplectus triqueter,Schoenoplectus triqueter,176,Cyperaceae,Triangular Club-rush,11,Very rare,,,"40,42",,P,0.36,0.36,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain;Restricted by Agreement-Natural Source-Great Britain,MANAGEMENT DECISION-NV,,,Y,Schoenoplectus triqueter,176,Cyperaceae,,,,
Schoenus ferrugineus,Schoenus ferrugineus,176,Cyperaceae,Brown Bog-rush,4,Very rare,,,76,,P,0.905875059,0.905875059,1,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Schoenus ferrugineus,176,Cyperaceae,,,,
Schoenus nigricans,Schoenus nigricans,176,Cyperaceae,Black Bog-rush,1254,Abundant,,44,,,P,0.826900613,0.826900613,1,native,,,,,,,Y,,,FOR DISTRIBUTION-VV,,,Y,Schoenus nigricans,176,Cyperaceae,,,,
Scirpoides holoschoenus,Scirpoides holoschoenus,176,Cyperaceae,Round-headed Club-rush,13,Very rare,,,"164,168",,P,0.236130064,0.236130064,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Scirpoides holoschoenus,176,Cyperaceae,,,,
Scirpus sylvaticus,Scirpus sylvaticus,176,Cyperaceae,Wood Club-rush,972,Abundant,,62,,,P,0.322549258,0.322549258,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,,,Y,Scirpus sylvaticus,176,Cyperaceae,,,,
Trichophorum alpinum,Trichophorum alpinum,176,Cyperaceae,Cotton Deergrass,1,Very rare,,,58,,P,0.462003815,0.462003815,1,native,,,,,,,,,,,,,,Trichophorum alpinum,176,Cyperaceae,,,Count of 104 from when germanicum andd cespitosum were treated as conspecific,
Trichophorum cespitosum,Trichophorum cespitosum,176,Cyperaceae,,2191,Ubiquitous,,,104,,P,0.4,0.4,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,,,,Trichophorum cespitosum,176,Cyperaceae,,,Count of 104 from when germanicum andd cespitosum were treated as conspecific,
Trichophorum germanicum,Trichophorum germanicum,176,Cyperaceae,Deergrass,TO BE RESOLVED: PROBABLY SYNONYM MISMATCH,,,,104,,P,,,,native,,,,,,,,,,,,,,Trichophorum germanicum,176,Cyperaceae,,,,
Agrostis canina,Agrostis canina,177,Poaceae,Velvet Bent,3140,Ubiquitous,,,14,,P,1.564536995,3.4,2,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Agrostis canina,177,Poaceae,,,,
Agrostis capillaris,Agrostis capillaris,177,Poaceae,Common Bent,3699,Ubiquitous,4,28,,,P,2.946741105,4.7,2,native,,,,,,,,Y,Unrestricted-Natural Source-Greece;Unrestricted-Natural Source-Austria;Restricted by Agreement-Natural Source-Great Britain;Unrestricted--Great Britain,FOR DISTRIBUTION-VV,Y,,Y,Agrostis capillaris,177,Poaceae,1,,,Y
Agrostis curtisii,Agrostis curtisii,177,Poaceae,Bristle Bent,206,Infrequent,2,14,,,P,2.48,2.48,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Agrostis curtisii,177,Poaceae,,,,
Agrostis gigantea,Agrostis gigantea,177,Poaceae,Black Bent,1738,Abundant,6,42,,,P,,,,archaeophyte,,,,,,,,,,FOR DISTRIBUTION-NV,,,,Agrostis gigantea,177,Poaceae,,,,
Agrostis stolonifera,Agrostis stolonifera,177,Poaceae,Creeping Bent,3772,Ubiquitous,4,28,,,P,4.150794512,4.150794512,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Agrostis stolonifera,177,Poaceae,,,,
Agrostis vinealis,Agrostis vinealis,177,Poaceae,Brown Bent,1341,Abundant,"4, 4, 8","28, 28, 56",,,P,3.637011905,3.637011905,1,native,,,,,,,,Y,Restricted by Agreement-Natural Source-Great Britain,FOR DISTRIBUTION-NV,,,Y,Agrostis vinealis,177,Poaceae,,,,
Aira caryophyllea,Aira caryophyllea,177,Poaceae,Silver Hair-grass,2716,Ubiquitous,2,14,,,A,6,6,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,,,Y,Aira caryophyllea,177,Poaceae,,,,
Aira praecox,Aira praecox,177,Poaceae,Early Hair-grass,3125,Ubiquitous,2,14,,,A,3.061955763,3.061955763,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,,,,Aira praecox,177,Poaceae,,,,
Alopecurus aequalis,Alopecurus aequalis,177,Poaceae,Orange Foxtail,313,Common,2,14,,,A,2.966595484,2.966595484,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Alopecurus aequalis,177,Poaceae,,,,
Alopecurus bulbosus,Alopecurus bulbosus,177,Poaceae,Bulbous Foxtail,94,Infrequent,2,14,,,P,6.95,6.95,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Alopecurus bulbosus,177,Poaceae,,,,
Alopecurus geniculatus,Alopecurus geniculatus,177,Poaceae,Marsh Foxtail,3416,Ubiquitous,4,28,,,P,6.851286066,6.851286066,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Alopecurus geniculatus,177,Poaceae,,,,
Alopecurus magellanicus,Alopecurus borealis,177,Poaceae,Alpine Foxtail,39,Rare,,"100,c.112,117",,,,20.1,20.1,1,native (inferred),,,,,,,,Y,Restricted by Agreement-Natural Source-Falkland Is,MANAGEMENT DECISION-VV,,,Y,Alopecurus magellanicus,177,Poaceae,,,,
Alopecurus myosuroides,Alopecurus myosuroides,177,Poaceae,Black-grass,1102,Abundant,2,14,,,A,,,,archaeophyte,,In the list of top 2 arable weeds,,,,,,Y,Unrestricted--,MANAGEMENT DECISION-VV,Y,,Y,Alopecurus myosuroides,177,Poaceae,,,,
Alopecurus pratensis,Alopecurus pratensis,177,Poaceae,Meadow Foxtail,3173,Ubiquitous,4,28,,,P,5.701998803,5.701998803,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Alopecurus pratensis,177,Poaceae,,,,
Ammophila arenaria,Ammophila arenaria,177,Poaceae,Marram,742,Abundant,4,28,,,P,3.9,3.9,1,native,,,,,,,,Y,Unrestricted-Natural Source-Italy,,,,Y,Ammophila arenaria,177,Poaceae,,,,
Anisantha diandra,0,177,Poaceae,Great Brome,343,Common,,,56,,,,,,neophyte,,,,,,,,,,,,,Y,Anisantha diandra,177,Poaceae,,,,
Anisantha sterilis,Anisantha sterilis,177,Poaceae,Barren Brome,2130,Ubiquitous,,14,,,A,,,,archaeophyte,,In the list of top 2 arable weeds,,,,,,,,,,,,Anisantha sterilis,177,Poaceae,,,,
Anthoxanthum odoratum,Anthoxanthum odoratum,177,Poaceae,Sweet Vernal-grass,3762,Ubiquitous,4,20,,,P,5.65808265,5.65808265,1,native,,,,,,,,Y,Restricted by Agreement--;Unrestricted-Natural Source-British Columbia;Restricted by Agreement-Natural Source-South Georgia,FOR DISTRIBUTION-VV,Y,,Y,Anthoxanthum odoratum,177,Poaceae,,1,,Y
Apera spica-venti,Apera spica-venti,177,Poaceae,Loose Silky-bent,330,Common,2,14,,,A,,,,archaeophyte,,,,,,,,,,MANAGEMENT DECISION-NV,,,Y,Apera spica-venti,177,Poaceae,,,,
Aristavena setacea,Deschampsia setacea,177,Poaceae,Bog Hair-grass,137,Infrequent,,14,,,,,,,native,,,,,,,,,,,,,,Aristavena setacea,177,Poaceae,,,,
Arrhenatherum elatius,Arrhenatherum elatius,177,Poaceae,False Oat-grass,3646,Ubiquitous,4,28,,,P,7.574084101,7.574084101,1,native,,,,,,,,Y,Unrestricted--,FOR DISTRIBUTION-VV,Y,,Y,Arrhenatherum elatius,177,Poaceae,,,,
Avena fatua,Avena fatua,177,Poaceae,Wild-oat,1739,Abundant,6,42,,,A,,,,archaeophyte,,In the list of top 2 arable weeds,,,,,,Y,Restricted-Natural Source-Great Britain,FOR DISTRIBUTION-NV,Y,,Y,Avena fatua,177,Poaceae,,,,
Avena sativa,Avena sativa,177,Poaceae,Oat,912,Abundant,6,42,,,A,,,,archaeophyte,,,,,,,,Y,Unrestricted--;Restricted by Agreement--,,Y,,Y,Avena sativa,177,Poaceae,,,,
Avena strigosa,Avena strigosa,177,Poaceae,Bristle Oat,340,Common,,,"14,28",,A,,,,archaeophyte,,,,,,,,Y,Restricted--,,,,Y,Avena strigosa,177,Poaceae,,,,
Avenella flexuosa,Deschampsia flexuosa,177,Poaceae,Wavy Hair-grass,2750,Ubiquitous,4,"14,28",,,,5.435162316,5.435162316,1,native,,,,,,,Y,,,,,,Y,Avenella flexuosa,177,Poaceae,,,,
Avenula pubescens,Avenula pubescens,177,Poaceae,Downy Oat-grass,2106,Ubiquitous,2,14,,,P,4.698966397,4.698966397,1,native,,,,,,,,,,FOR DISTRIBUTION-VV,Y,,,Avenula pubescens,177,Poaceae,,,,
Brachypodium pinnatum,Brachypodium pinnatum,177,Poaceae,Heath False-brome (broad sense),677,Common,,28,,,P,0.663384592,0.663384592,1,native,,,,,,,,Y,Unrestricted-Natural Source-Ireland,FOR DISTRIBUTION-NV,Y,,Y,Brachypodium pinnatum,177,Poaceae,,,,
Brachypodium rupestre,Brachypodium rupestre,177,Poaceae,Tor-grass,#N/A,,,28,,,P,0.3735,0.3735,1,native,,,,,,,,,,,,,,Brachypodium rupestre,177,Poaceae,,,,
Brachypodium sylvaticum,Brachypodium sylvaticum,177,Poaceae,False Brome,3115,Ubiquitous,,18,,,P,0.389925007,0.389925007,1,native,,,,,,,,Y,Unrestricted-Natural Source-Great Britain,FOR DISTRIBUTION-VV,Y,,Y,Brachypodium sylvaticum,177,Poaceae,1,,,
Briza media,Briza media,177,Poaceae,Quaking-grass,2459,Ubiquitous,2,14,,,P,3.39,6.183737322,2,native,,,,,,,Y,Y,Restricted by Agreement-Natural Source-;Restricted by Agreement--;Unrestricted--Great Britain,MANAGEMENT DECISION-VV,Y,,Y,Briza media,177,Poaceae,1,,,Y
Briza minor,Briza minor,177,Poaceae,Lesser Quaking-grass,103,Infrequent,2,10,,,A,,,,archaeophyte,,,,,,,,Y,Unrestricted-Natural Source-Western Australia,MANAGEMENT DECISION-NV,,,Y,Briza minor,177,Poaceae,,,,
Bromopsis benekenii,Bromopsis benekenii,177,Poaceae,Lesser Hairy-brome,67,Rare,4,28,,,P,,,,native,,,,,,,,,,,,,,Bromopsis benekenii,177,Poaceae,,,,
Bromopsis erecta,Bromopsis erecta,177,Poaceae,Upright Brome,901,Abundant,,,"28,42,56,70,84,112",,P,3.1,10.7,2,native,,,,,,,,,,,,,,Bromopsis erecta,177,Poaceae,,,,
Bromopsis ramosa,Bromopsis ramosa,177,Poaceae,Hairy-brome,2350,Ubiquitous,6,42,,,P,13.24,13.24,1,native,,,,,,,,,,,,,,Bromopsis ramosa,177,Poaceae,,,,
Bromus hordeaceus,Bromus hordeaceus,177,Poaceae,Soft-brome,3269,Ubiquitous,4,28,,,A,9.5722468,9.5722468,1,native,,,,,,,,,,MANAGEMENT DECISION-VV,Y,,,Bromus hordeaceus,177,Poaceae,,,,
Bromus interruptus,Bromus interruptus,177,Poaceae,Interrupted Brome,69,Rare,4,28,,,A,8.4,8.4,1,native,,,,,,,Y,Y,Unrestricted--,MANAGEMENT DECISION-VV,,,Y,Bromus interruptus,177,Poaceae,,,,
Bromus racemosus,Bromus racemosus,177,Poaceae,,633,Common,4,28,,,A,13.5,13.5,1,native,,,,,,,,,,FOR DISTRIBUTION-NV,,,Y,Bromus racemosus,177,Poaceae,,,,
Bromus secalinus,Bromus secalinus,177,Poaceae,Rye Brome,431,Common,4,28,,,A,,,,archaeophyte,,,,,,,,,,MANAGEMENT DECISION-NV,Y,,Y,Bromus secalinus,177,Poaceae,,,,
Calamagrostis canescens,Calamagrostis canescens,177,Poaceae,Purple Small-reed,295,Common,4,28,,,P,3.8,3.8,1,native,,,,,,,Y,,,FOR DISTRIBUTION-NV,,,Y,Calamagrostis canescens,177,Poaceae,,,,
Calamagrostis epigejos,Calamagrostis epigejos,177,Poaceae,Wood Small-reed,954,Abundant,4,28,,,P,3.363698955,3.363698955,1,native,,,,,,,Y,Y,Unrestricted-Natural Source-Greece,,Y,,Y,Calamagrostis epigejos,177,Poaceae,,,,
Calamagrostis purpurea,Calamagrostis purpurea,177,Poaceae,Scandinavian Small-reed,10,Very rare,,56,,,P,,,,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Calamagrostis purpurea,177,Poaceae,,,,
Calamagrostis scotica,Calamagrostis scotica,177,Poaceae,Scottish Small-reed,1,Very rare,,,,,P,,,,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Calamagrostis scotica,177,Poaceae,,,Probably synonymous with C. stricta,
Calamagrostis stricta,Calamagrostis stricta,177,Poaceae,Narrow Small-reed,29,Very rare,4,28,,,P,3.468281543,3.468281543,1,native,,,,,,,Y,,,MANAGEMENT DECISION-NV,,,Y,Calamagrostis stricta,177,Poaceae,,,,
Catabrosa aquatica,Catabrosa aquatica,177,Poaceae,Whorl-grass,1248,Abundant,,20,,,P,2.559138765,2.559138765,1,native,,,,,,,,,,MANAGEMENT DECISION-NV,,,,Catabrosa aquatica,177,Poaceae,,,,
Catapodium marinum,Catapodium marinum,177,Poaceae,Sea Fern-grass,662,Common,4,28,,,A,6.39,6.39,1,native,,,,,,,,Y,Restricted-Natural Source-Great Britain;Restricted by Agreement-Natural Source-,FOR DISTRIBUTION-VV,,,Y,Catapodium marinum,177,Poaceae,,,,
Catapodium rigidum,Catapodium rigidum,177,Poaceae,Fern-grass,1721,Abundant,2,14,,,A,3.26,3.26,1,native,,,,,,,,Y,Unrestricted-Natural Source-Malta,FOR DISTRIBUTION-VV,Y,,Y,Catapodium rigidum,177,Poaceae,,,,
